SentimentText,UserName,CreationDate,Image,FollowerCount,FollowingCount,Verified,ReTweet,Likes,ID,Polarity,bio
"The best or nothing... 🤣

https://t.co/SUYnJJfo9x",archie_makuwa,04/10/2021 02:36:49,https://pbs.twimg.com/profile_images/1298288211555422209/jpTFeZgR_normal.jpg,672,2502,False,0,0,1380892528233361418,1.000,"Code, music, craft beer and traveling to remote areas are the only real languages I speak."
@ShokeenSanchit What happened about the Giveaway of One Plus 9 Pro,wasimsayyed88,04/10/2021 02:02:54,https://pbs.twimg.com/profile_images/1254388477669466112/9sFdPIhK_normal.jpg,0,51,False,0,0,1380883992480686080,0.000,Being good with people and my Family
"Yo @OnePlus_USA the Pro mode for photos on the One Plus 9 Pro is great, but is there a chance we can get a pro mode for the video? https://t.co/17IzYLbuvE",mrtechrant,04/10/2021 02:01:51,https://pbs.twimg.com/profile_images/1348097818347581442/L7YqNs--_normal.jpg,2173,153,False,0,7,1380883728562540546,0.800,I’m just a guy that likes to bring common sense to tech and have some fun along the way.
"Got a new phone this week.

One Plus 9 Pro.

It's a little different. But I'm getting used to it, and loving it so far!!",brynjar_bearson,04/10/2021 11:30:05,https://pbs.twimg.com/profile_images/1364432124355350532/VB0BxDEK_normal.jpg,72,926,False,0,3,1380845537142824961,0.141,| 23 year old Brown Bear. | Demisexual. | He/Him | 🇩🇪/🇺🇸 | Sometimes an artist. | FA: @kijani_l |💕 Taken by @GlideHeart 💕|
"@OnePlus_IN Before sale, please deliver my ONE PLUS 9 PRO which I ordered more than 10 days ago. Your team escalated the issue more than a week ago but no update yet. If there is a competition for the shittiest customer service, you definitely are gonna win!

#annoyedcustomer",karanb192,04/10/2021 06:48:29,https://pbs.twimg.com/profile_images/974192658267680768/eVohv_JL_normal.jpg,456,3168,False,0,4,1380774668504723456,0.500,Engineering Manager @Sophos | IIT Kanpur
"@_Ritik_Sharma_ @LewLater @UnboxTherapy No, according to that acticle, the thief stole bcz he thought it was One plus 9 pro . But later he realises that it was Samsung Galaxy S10 plus , then comes back to return to the victim..........",AhmedOmar5478,04/10/2021 04:33:48,https://pbs.twimg.com/profile_images/1263864788028882945/tPF_--8V_normal.jpg,5,28,False,0,4,1380740775642857473,-0.025,A student and a gamer.
"One plus 9 pro (Indian version) seems to be the most disliked phone on YouTube.

Apple's decision to skip iphone9 &amp; jump directly from 8 to 10 seemed crazy but makes sense now.

#9 isn't a lucky number in tech world!",cricketing_monk,04/10/2021 04:05:20,https://pbs.twimg.com/profile_images/844781841907249152/-0izbF8m_normal.jpg,78,134,False,0,0,1380733612417376257,0.043,Bookmarking memories
"@LewLater @UnboxTherapy It's just a marketing trick. 😂😂😂
If the thief was a tech geek, he must have known about the heating issue of one plus 9 pro.",_Ritik_Sharma_,04/10/2021 03:42:00,https://pbs.twimg.com/profile_images/1326877591635193859/CBXfqY_2_normal.jpg,345,59,False,0,16,1380727740425379842,0.000,
"@ZacksJerryRig My wife and I loved watching you One plus 9 Pro camera video.

My DJI Mavic 2 Pro drone also has an outstanding Hasselblad camera on it.

As I understand it, DJI now owns Hasselblad.

Thanks for another enjoyable video!",captainhammonds,04/10/2021 12:13:28,https://pbs.twimg.com/profile_images/1079276494877265920/zxyLNbq9_normal.jpg,18,286,False,0,0,1380675260366823424,0.506,"Former Enlisted Marine, Naval Officer, Army Officer and now retired"
Oneplus 9 pro on the left and Galaxy S21 Ultra on the right. One plus is by far more accurate. The net is red in real life and the OmePlus better portrays that. Plus the oranges are more realistic https://t.co/poCuONdzPt,RuptureTech21,04/09/2021 11:32:01,https://pbs.twimg.com/profile_images/1354339562034778116/RfNbonEF_normal.jpg,17,273,False,0,2,1380664828059136003,0.241,Creator of RuptureTech21
"“Bhai, mujhe laga One Plus 9 Pro hai.""

A Delhi thief returned a man's phone after he realized it wasn't as good enough.

https://t.co/e8qUhd5NWx",news18dotcom,04/09/2021 10:30:00,https://pbs.twimg.com/profile_images/1162274270212308993/VISZ-o80_normal.jpg,151064,148,True,0,1,1380649221188161537,0.350,"More than just news, analysis & opinion. The digital platform of @CNNnews18

We're now on Telegram: https://t.co/4JMWUefhbD"
@MKBHD Do you prefer the the One Plus 9 Pro over the Galaxy S21 Ultra.,tristonbiber,04/09/2021 07:06:41,https://pbs.twimg.com/profile_images/1037000278204211200/SpfCgEhL_normal.jpg,220,1764,False,0,0,1380598058048708614,0.000,"TRISTON BIBER STRAIGHT OUTTA ROATAN ISLAND FOLLOW ME AND WILL FOLLOW U @tristonbiber VS Facebook  Triston Biber  
Roatan, Honduras 
http://t.co/XGG2Tb7KXI"
Watching “Tyler Perry’s The Payne’s” Season One Episode Twelve: Payneful Repairs on Hulu Plus via My IPAD Pro 9.7. {CL:173} https://t.co/5qjalDZiNt,borntoserve1968,04/09/2021 06:40:21,https://pbs.twimg.com/profile_images/484447486640021505/QOoHZyYq_normal.jpeg,692,3874,False,0,0,1380591428418600961,0.000,"I am a 53 year old black man that loves to read, watch Sports and Television Shows. I also play a lot of NBA Live and NBA 2k and Now Pokémon Sword and Shield."
@iamprasadtech #prasadtechintelugu anna pls naa question ki answer cheyyi which one is best camera phone Samsung s21 plus vs one plus 9 pro vs vivo x60 pro and overall ga edi best phone konadaniki I'm confused,kumarc_l,04/09/2021 04:45:07,https://pbs.twimg.com/profile_images/1316428898071056385/YasXwHZG_normal.jpg,0,84,False,0,0,1380562431194189828,0.400,Nothing
"Thief doesn't want S10+!
""Bhai mujhe laga One Plus 9 pro model hai,"" the thief told him when he returned it to him. Or rather, dropped it on the floor.  https://t.co/ebGNNaULXU",vrishtibeniwal,04/09/2021 04:10:25,https://pbs.twimg.com/profile_images/627333131406696448/ynGLcdaB_normal.jpg,1355,485,False,0,0,1380553698850394120,0.000,Journalist with Bloomberg News
Thief Returns Man’s Phone He Snatched After Realizing It’s Not One Plus 9 Pro https://t.co/9TaNkUR7Q8 #OnePlus9Series #OnePlus9Pro #India #news https://t.co/IxlxghrAWD,iopenertoday,04/09/2021 03:48:12,https://pbs.twimg.com/profile_images/1351472643447296002/RMkkrTOn_normal.jpg,16,14,False,1,7,1380548107486732288,0.000,An Online Publication that reaches out to the digital-first generation with its positive and thought provoking content. Stay tuned and hit the Follow!
@OnePlus_IN hey one plus... how's that 😂😂😂😂https://t.co/ZNbwhhN9MP,YGvVO7eCBStwTdP,04/09/2021 02:47:43,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,1,False,0,0,1380532883383676931,0.000,
@manukumarjain @XiaomiIndia We really appreciate for getting such great phone in india pls get the price right one plus 9 pro was really disappointing in pricing battery life was disaster over heating am customer who is using o plus 9 pro if price of mi 11 ultra s very competitive definitely wll lk fr chnge,nov2saluahmed,04/09/2021 02:20:48,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,5,57,False,0,0,1380526112019640321,0.126,
"How did NEWS18 know that the thief is from Delhi? :-)

Delhi Thief Returns Man's Phone He Snatched After Realising It's Not One Plus 9 Pro https://t.co/Cnchpcjp26",SauravSenTwit,04/09/2021 01:42:40,https://pbs.twimg.com/profile_images/2451514518/9koltg7oqhruvnsshymp_normal.jpeg,13,11,False,0,0,1380516514277720064,0.500,Logical
"@theoneplusclub Vivo Z1 Pro...
Want to own One plus 9",nidhi_rn,04/09/2021 01:37:32,https://pbs.twimg.com/profile_images/1137541897734434817/mgKwPCEM_normal.jpg,349,609,False,0,1,1380515222448824320,0.600,"Fun loving
Contest lover
IT Professional
Giveaways"
@Grammar_nazzzi One Plus 9 Pro isn't even launched in India.,Youhu_Tarazu,04/09/2021 01:31:09,https://pbs.twimg.com/profile_images/1378420788374564866/cFy9daZQ_normal.jpg,179,143,False,0,0,1380513617884286979,0.000,I'm living..I'm loving..I'm being loved..nothing more to ask from life.
